county_fips_code,year,unit_desc,Value
01043,2007,CWT,6000.0
01003,2007,CWT,97950.0
04013,2008,CWT,400000.0
08125,2007,CWT,650000.0
08003,2018,CWT,6365000.0
08003,2016,CWT,6615000.0
08003,2015,CWT,6945000.0
08003,2014,CWT,6900000.0
08003,2013,CWT,6140000.0
08003,2012,CWT,6365000.0
08003,2011,CWT,7000000.0
08003,2010,CWT,7505000.0
08003,2009,CWT,6690000.0
08003,2008,CWT,7025000.0
08003,2007,CWT,6830000.0
08023,2014,CWT,1440000.0
08105,2018,CWT,6284000.0
08105,2017,CWT,6054000.0
08105,2016,CWT,5823000.0
08105,2015,CWT,5935000.0
08105,2013,CWT,5160000.0
08105,2012,CWT,5970000.0
08105,2011,CWT,6350000.0
08105,2010,CWT,6640000.0
08105,2009,CWT,7290000.0
08105,2008,CWT,7100000.0
08105,2007,CWT,7130000.0
08109,2018,CWT,5995000.0
08109,2016,CWT,6170000.0
08109,2015,CWT,5840000.0
08109,2014,CWT,5970000.0
08109,2013,CWT,5242000.0
08109,2012,CWT,5700000.0
08109,2011,CWT,5750000.0
08109,2010,CWT,5560000.0
08109,2009,CWT,6030000.0
08109,2008,CWT,5755000.0
08109,2007,CWT,5215000.0
16027,2011,CWT,3100000.0
16027,2010,CWT,3270000.0
16027,2009,CWT,3040000.0
16027,2008,CWT,2960000.0
16027,2007,CWT,3820000.0
16039,2011,CWT,3150000.0
16039,2010,CWT,3050000.0
16039,2009,CWT,3540000.0
16039,2008,CWT,3830000.0
16039,2007,CWT,4650000.0
16073,2011,CWT,2450000.0
16073,2010,CWT,1320000.0
16073,2009,CWT,2210000.0
16073,2008,CWT,985000.0
16073,2007,CWT,1040000.0
16075,2007,CWT,445000.0
16031,2017,CWT,10900000.0
16031,2012,CWT,12500000.0
16031,2011,CWT,11250000.0
16031,2010,CWT,9600000.0
16031,2009,CWT,12200000.0
16031,2008,CWT,12450000.0
16031,2007,CWT,12730000.0
16047,2012,CWT,2925000.0
16047,2009,CWT,2720000.0
16047,2008,CWT,2650000.0
16047,2007,CWT,2860000.0
16053,2012,CWT,5250000.0
16053,2011,CWT,4860000.0
16053,2010,CWT,4410000.0
16053,2009,CWT,5040000.0
16053,2008,CWT,4940000.0
16053,2007,CWT,5300000.0
16067,2013,CWT,11660000.0
16067,2011,CWT,10100000.0
16067,2010,CWT,9700000.0
16067,2009,CWT,11500000.0
16067,2008,CWT,9810000.0
16067,2007,CWT,9900000.0
16083,2017,CWT,4310000.0
16083,2011,CWT,3720000.0
16083,2010,CWT,2950000.0
16083,2009,CWT,3800000.0
16083,2008,CWT,3410000.0
16083,2007,CWT,3930000.0
16005,2014,CWT,1855000.0
16005,2012,CWT,2520000.0
16005,2010,CWT,1320000.0
16005,2009,CWT,1880000.0
16005,2008,CWT,1660000.0
16005,2007,CWT,1970000.0
16011,2018,CWT,25703000.0
16011,2017,CWT,26100000.0
16011,2016,CWT,24900000.0
16011,2015,CWT,23955000.0
16011,2014,CWT,25410000.0
16011,2013,CWT,24675000.0
16011,2012,CWT,26300000.0
16011,2011,CWT,25350000.0
16011,2010,CWT,22700000.0
16011,2009,CWT,26100000.0
16011,2008,CWT,19000000.0
16011,2007,CWT,20800000.0
16019,2014,CWT,8755000.0
16019,2013,CWT,7890000.0
16019,2012,CWT,10045000.0
16019,2011,CWT,8510000.0
16019,2010,CWT,7600000.0
16019,2009,CWT,7980000.0
16019,2008,CWT,8220000.0
16019,2007,CWT,8450000.0
16029,2017,CWT,2670000.0
16029,2014,CWT,2100000.0
16029,2013,CWT,2345000.0
16029,2012,CWT,2436000.0
16029,2011,CWT,2450000.0
16029,2010,CWT,2130000.0
16029,2009,CWT,2320000.0
16029,2008,CWT,2080000.0
16029,2007,CWT,2030000.0
16043,2016,CWT,11335000.0
16043,2014,CWT,8870000.0
16043,2013,CWT,8890000.0
16043,2012,CWT,10280000.0
16043,2011,CWT,8160000.0
16043,2010,CWT,7220000.0
16043,2009,CWT,7480000.0
16043,2008,CWT,9130000.0
16043,2007,CWT,10740000.0
16051,2011,CWT,11260000.0
16051,2010,CWT,9800000.0
16051,2009,CWT,12750000.0
16051,2008,CWT,7970000.0
16051,2007,CWT,9840000.0
16065,2015,CWT,10680000.0
16065,2014,CWT,11240000.0
16065,2013,CWT,10525000.0
16065,2012,CWT,10900000.0
16065,2011,CWT,10300000.0
16065,2010,CWT,9000000.0
